Concepto,1993 |  T1,1993 |  T2,1993 |  T3,1993 |  T4,1993 |  6 Meses,1993 |  9 Meses,1993 |  Anual,1994 |  T1,1994 |  T2,1994 |  T3,1994 |  T4,1994 |  6 Meses,1994 |  9 Meses,1994 |  Anual,1995 |  T1,1995 |  T2,1995 |  T3,1995 |  T4,1995 |  6 Meses,1995 |  9 Meses,1995 |  Anual,1996 |  T1,1996 |  T2,1996 |  T3,1996 |  T4,1996 |  6 Meses,1996 |  9 Meses,1996 |  Anual,1997 |  T1,1997 |  T2,1997 |  T3,1997 |  T4,1997 |  6 Meses,1997 |  9 Meses,1997 |  Anual,1998 |  T1,1998 |  T2,1998 |  T3,1998 |  T4,1998 |  6 Meses,1998 |  9 Meses,1998 |  Anual,1999 |  T1,1999 |  T2,1999 |  T3,1999 |  T4,1999 |  6 Meses,1999 |  9 Meses,1999 |  Anual,2000 |  T1,2000 |  T2,2000 |  T3,2000 |  T4,2000 |  6 Meses,2000 |  9 Meses,2000 |  Anual,2001 |  T1,2001 |  T2,2001 |  T3,2001 |  T4,2001 |  6 Meses,2001 |  9 Meses,2001 |  Anual,2002 |  T1,2002 |  T2,2002 |  T3,2002 |  T4,2002 |  6 Meses,2002 |  9 Meses,2002 |  Anual,2003 |  T1,2003 |  T2,2003 |  T3,2003 |  T4,2003 |  6 Meses,2003 |  9 Meses,2003 |  Anual,2004 |  T1,2004 |  T2,2004 |  T3,2004 |  T4,2004 |  6 Meses,2004 |  9 Meses,2004 |  Anual,2005 |  T1,2005 |  T2,2005 |  T3,2005 |  T4,2005 |  6 Meses,2005 |  9 Meses,2005 |  Anual,2006 |  T1,2006 |  T2,2006 |  T3,2006 |  T4,2006 |  6 Meses,2006 |  9 Meses,2006 |  Anual,2007 |  T1,2007 |  T2,2007 |  T3,2007 |  T4,2007 |  6 Meses,2007 |  9 Meses,2007 |  Anual,2008 |  T1,2008 |  T2,2008 |  T3,2008 |  T4,2008 |  6 Meses,2008 |  9 Meses,2008 |  Anual,2009 |  T1,2009 |  T2,2009 |  T3,2009 |  T4,2009 |  6 Meses,2009 |  9 Meses,2009 |  Anual,2010 |  T1,2010 |  T2,2010 |  T3,2010 |  T4,2010 |  6 Meses,2010 |  9 Meses,2010 |  Anual,2011 |  T1,2011 |  T2,2011 |  T3,2011 |  T4,2011 |  6 Meses,2011 |  9 Meses,2011 |  Anual,2012 |  T1,2012 |  T2,2012 |  T3,2012 |  T4,2012 |  6 Meses,2012 |  9 Meses,2012 |  Anual,2013 |  T1,2013 |  T2,2013 |  T3,2013 |  T4,2013 |  6 Meses,2013 |  9 Meses,2013 |  Anual,2014 |  T1,2014 |  T2,2014 |  T3,2014 |  T4,2014 |  6 Meses,2014 |  9 Meses,2014 |  Anual,2015 |  T1,2015 |  T2,2015 |  T3,2015 |  T4,2015 |  6 Meses,2015 |  9 Meses,2015 |  Anual,2016 |  T1,2016 |  T2,2016 |  T3,2016 |  T4,2016 |  6 Meses,2016 |  9 Meses,2016 |  Anual,2017 |  T1,2017 |  T2,2017 |  T3,2017 |  T4,2017 |  6 Meses,2017 |  9 Meses,2017 |  Anual,2018 |  T1,2018 |  T2,2018 |  T3,2018 |  T4,2018 |  6 Meses,2018 |  9 Meses,2018 |  Anual,2019 |  T1,2019 |  T2,2019 |  T3,2019 |  T4,2019 |  6 Meses,2019 |  9 Meses,2019 |  Anual,2020 |  T1,2020 |  T2,2020 |  T3,2020 |  T4,2020 |  6 Meses,2020 |  9 Meses,2020 |  Anual,2021 |  T1 P,2021 |  T2 P,2021 |  T3 P,2021 |  T4 P,2021 |  6 Meses P,2021 |  9 Meses P,2021 |  Anual P,2022 |  T1 P,2022 |  T2 P,2022 |  T3 P,2022 |  T4 P,2022 |  6 Meses P,2022 |  9 Meses P,2022 |  Anual P,2023 |  T1 P,2023 |  T2 P,2023 |  T3 P,2023 |  T4 P,2023 |  6 Meses P,2023 |  9 Meses P,2023 |  Anual P,2024 |  T1 R,2024 |  T2 P,2024 |  T3,2024 |  T4,2024 |  6 Meses,2024 |  9 Meses,2024 |  Anual
"335 - Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",192806.416,132460.384,214760.179,157341.683,162633.4,180008.993,174342.166,184153.474,145016.849,188803.902,172484.94400000002,164585.162,172658.075,172614.792,154994.276,133924.259,163926.08000000002,156832.29700000002,144459.268,150948.205,152419.228,164573.348,134914.68800000002,181484.131,169529.497,149744.018,160324.056,162625.416,183356.139,176345.852,227037.626,217962.46,179850.996,195579.872,201175.519,259109.16,228675.955,302522.051,247807.99199999997,243892.558,263435.722,259528.79,281252.79,243534.801,311887.599,274283.628,262393.796,278891.73,277739.705,328274.49899999995,269659.998,331446.852,287291.21800000005,298967.249,309793.783,304168.142,330893.671,260922.59300000002,344298.06100000005,283772.832,295908.132,312038.108,304971.789,298996.47099999996,254119.95299999998,301265.25000000006,258894.294,276558.212,284793.891,278318.992,295099.473,242896.09100000001,298505.132,251124.79,268997.782,278833.565,271906.372,295620.583,255804.87099999998,299911.79000000004,258016.18,275712.727,283779.081,277338.356,291805.092,255475.555,308611.661,277396.81200000003,273640.324,285297.436,283322.28,321873.85500000004,298104.61600000004,342569.32200000004,277017.188,309989.236,320849.264,309891.245,290908.696,261092.631,291952.76,249338.966,276000.664,281318.029,273323.263,260976.16199999998,233727.70400000003,261030.39099999997,231997.87000000002,247351.933,251911.419,246933.032,209574.984,201368.53499999997,243754.783,215188.01100000003,205471.76,218232.767,217471.578,203446.853,198716.32799999998,234846.759,205425.68099999998,201081.591,212336.647,210608.905,201239.83,193883.15600000002,225042.71500000003,209580.57,197561.493,206721.9,207436.568,215509.48200000002,200459.476,228750.27800000002,190724.30800000002,207984.479,214906.412,208860.886,172666.23100000003,170273.883,175596.933,159496.74099999998,171470.057,172845.682,169508.447,159107.928,175459.24199999997,173429.456,163764.973,167283.585,169332.209,167940.4,161763.706,166913.574,184264.045,165301.094,164338.64,170980.442,169560.605,155444.951,167303.164,172559.123,174108.58299999998,161374.058,165102.413,167353.955,170417.04200000002,174100.659,183839.565,175252.929,172258.851,176119.089,175902.549,170985.472,179054.08500000002,188411.24000000002,176005.34100000001,175019.779,179483.599,178614.035,172459.27000000002,171123.344,177221.679,170015.786,171791.307,173601.431,172705.02,169465.51799999998,146342.993,188904.593,193037.089,157904.256,168237.701,174437.548,193264.824,204475.095,205314.146,199194.41,198869.96,201018.022,200562.119,206195.43099999998,210691.016,208686.086,204233.679,208443.224,208524.178,207451.553,212423.59399999998,207677.389,211328.21800000002,206658.797,210050.492,210476.4,209522,200335.572,210035.456,,,205185.514,,
3351 - Fabricación de accesorios de iluminación,137118.361,75955.023,148312.703,88997.254,106536.692,120462.029,112595.835,126264.886,82387.077,118806.48,96804.421,104325.982,109152.814,106065.716,92498.961,75779.074,98257.816,80579.937,84139.018,88845.284,86778.947,95588.15,62809.946,100217.89,84115.619,79199.048,86205.329,85682.901,105547.106,90378.551,130150.173,116713.935,97962.829,108691.943,110697.441,167709.967,135075.964,193811.256,135222.077,151392.966,165532.396,157954.816,186924.855,134688.574,190980.036,156765.62,160806.715,170864.488,167339.771,215935.145,147358.579,198223.932,162588.371,181646.862,187172.552,181026.507,228380.737,157279.287,221958.508,166819.036,192830.012,202539.511,193609.392,205257.968,149855.387,186407.428,152803.945,177556.678,180506.928,173581.182,198408.297,138461.189,187125.571,142768.576,168434.743,174665.019,166690.908,193498.418,139998.932,178477.553,134266.701,166748.675,170658.301,161560.401,185301.211,139633.355,189481.371,148962.575,162467.283,171471.979,165844.628,206091.132,168172.219,210593.221,151629.099,187131.676,194952.191,184121.418,175472.798,134609.196,167159.033,128376.517,155040.997,159080.342,151404.386,149671.561,111733.466,136748.012,113977.085,130702.514,132717.68,128032.531,107032.628,95374.699,125514.568,97737.873,101203.664,109307.298,106414.942,90673.419,73801.605,106121.454,83515.782,82237.512,90198.826,88528.065,90184.896,77187.085,103710.613,89660.506,83685.991,90360.865,90185.775,100305.784,77765.747,98237.496,60581.545,89035.766,92103.009,84222.643,55009.682,45471.478,48015.786,34559.67,50240.58,49498.982,45764.154,32912.266,46099.975,34919.45,28979.913,39506.121,37977.23,35727.901,31874.453,28883.83,39018.637,22047.595,30379.142,33258.973,30456.129,18149.814,21688.07,19044.964,22968.992,19918.942,19627.616,20462.96,22028.968,20451.018,22694.696,23561.941,21239.993,21724.894,22184.156,22271.275,23936.042,22513.892,19279.751,23103.659,22907.07,22000.24,15825.228,12889.218,13966.522,13192.891,14357.223,14226.989,13968.465,13225.774,11467.241,13100.843,13354.314,12346.508,12597.953,12787.043,12789.786,12794.338,14229.317,16009.483,12792.062,13271.147,13955.731,14889.155,15772.527,16790.23,17290.528,15330.841,15817.304,16185.61,14999.26,13411.144,15306.948,15777.183,14205.202,14572.451,14873.634,14161.919,14065.621,,,14113.77,,
3352 - Fabricación de aparatos eléctricos de uso doméstico,11856.631,16403.605,15793.449,13068.636,14130.118,14684.562,14280.58,11353.317,17048.424,16833.587,14851.281,14200.871,15078.443,15021.652,12679.257,15830.037,15351.528,15494.382,14254.647,14620.274,14838.801,14310.923,18757.771,18544.437,18264.52,16534.347,17204.377,17469.413,16982.064,23813.383,22751.623,22519.941,20397.724,21182.357,21516.753,20670.638,27158.769,24176.335,20880.023,23914.704,24001.914,23221.441,18661.147,26870.108,27111.734,27502.527,22765.628,24214.33,25036.379,25450.134,33065.809,32680.473,30605.364,29257.972,30398.805,30450.445,23313.268,30578.171,31504.929,30508.524,26945.72,28465.456,28976.223,25761.606,34901.539,31093.82,29746.099,30331.573,30585.655,30375.766,26522.324,32970.513,29634.154,28636.937,29746.419,29708.997,29440.982,25311.69,32672.473,33642.367,33968.85,28992.082,30542.177,31398.845,27265.014,32599.895,32054.404,35307.775,29932.455,30639.771,31806.772,31095.825,36103.96,37421.304,35565.667,33599.893,34873.696,35046.689,33602.942,37543.775,35947.029,34375.261,35573.359,35697.915,35367.252,33034.593,35596.933,34310.142,31297.18,34315.763,34313.889,33559.712,26765.571,32494.858,34637.433,36083.055,29630.215,31299.287,32495.229,34794.808,39593.182,37152.727,36209.868,37193.995,37180.239,36937.646,34268.256,38830.486,35963.202,36474.28,36549.371,36353.981,36384.056,38683.43,41661.69,42935.193,44972.204,40172.56,41093.438,42063.129,38597.589,39684.66,37788.235,41609.024,39141.125,38690.161,39419.877,41283.572,41629.232,42513.219,43105.681,41456.402,41808.674,42132.926,40307.418,42994.956,44688.549,47191.581,41651.187,42663.641,43795.626,45476.347,49533.637,50755.284,50679.533,47504.992,48588.423,49111.2,49289.942,50527.029,52000.025,50667.092,49908.486,50605.665,50621.022,49332.797,51124.901,55270.65,53041.801,50228.849,51909.449,52192.537,53773.091,53482.733,53999.527,51555.705,53627.912,53751.784,53202.764,51888.259,39887.443,57922.642,61604.256,45887.851,49899.448,52825.65,62888.467,69315.134,66502.478,65144.537,66101.801,66235.36,65962.654,65498.107,67898.676,61224.972,61562.673,66698.392,64873.918,64046.107,68255.537,67965.806,68229.611,64880.445,68110.672,68150.318,67332.85,64243.219,68451.256,,,66347.238,,
3353 - Fabricación de equipo de generación y distribución de energía eléctrica,21029.85,13311.916,19478.041,17465.081,17170.883,17939.936,17821.222,18070.227,14848.927,19745.043,21247.903,16459.577,17554.732,18478.025,20288.482,13303.472,19179.663,22692.979,16795.977,17590.539,18866.149,18463.782,14306.55,22207.498,27133.254,16385.166,18325.943,20527.771,22590.558,18846.482,27749.93,29595.942,20718.52,23062.323,24695.728,26468.515,20435.958,31044.668,40635.044,23452.237,25983.047,29646.046,28461.816,31424.36,41808.287,34895.261,29943.088,33898.154,34147.431,31613.277,31315.164,39052.827,35853.588,31464.221,33993.756,34458.714,29782.893,23151.081,36666.191,33690.943,26466.987,29866.722,30822.777,27846.949,23681.744,38124.482,30868.193,25764.347,29884.392,30130.342,27233.724,26960.861,34265.998,31907.737,27097.293,29486.861,30092.08,29229.773,32712.227,35868.899,36243.169,30971,32603.633,33513.517,30133.27,30072.967,37234.449,39105.714,30103.119,32480.229,34136.6,32779.514,37087.54,40329.37,38029.959,34933.527,36732.141,37056.596,34883.142,35013.163,39112.928,36533.058,34948.153,36336.411,36385.573,34399.878,35606.578,43245.795,43049.777,35003.228,37750.75,39075.507,35902.134,34542.45,40811.975,40652.293,35222.292,37085.52,37977.213,36776.262,40165.958,43417.521,42954.475,38471.11,40119.914,40828.554,34169.17,33880.966,38754.977,39658.671,34025.068,35601.704,36615.946,34369.059,36208.34,39786.19,39846.506,35288.7,36787.863,37552.524,36442.869,37398.296,40315.99,39178.709,36920.583,38052.385,38333.966,40065.508,40372.346,46773.943,44892.203,40218.927,42403.932,43026,43644.28,44589.885,49649.637,49111.382,44117.083,45961.267,46748.796,45138.03,47201.546,52251.369,52576.539,46169.788,48196.982,49291.871,48277.401,49654.261,54648.816,50096.478,48965.831,50860.159,50669.239,47781.846,49577.119,55034.462,51630.317,48679.483,50797.809,51005.936,51248.631,49424.418,54264.281,53208.886,50336.525,51645.777,52036.554,52820.93,52271.686,61972.175,60038.522,52546.308,55688.264,56775.828,59669.445,62429.359,63061.507,60133.045,61049.402,61720.104,61323.339,63814,67159.759,71257.469,67470.236,65486.88,67410.409,67425.366,67937.66,70614.301,73965.263,73690.944,69275.981,70839.075,71552.042,69850.092,71867.539,,,70858.816,,
3359 - Fabricación de otros equipos y accesorios eléctricos,22801.574,26789.84,31175.986,37810.712,24795.707,26922.467,29644.528,28465.044,30732.421,33418.792,39581.339,29598.733,30872.086,33049.399,29527.576,29011.676,31137.073,38064.999,29269.626,29892.108,31935.331,36210.493,39040.421,40514.306,40016.104,37625.457,38588.407,38945.331,38236.411,43307.436,46385.9,49132.642,40771.924,42643.249,44265.597,44260.04,46005.264,53489.792,51070.848,45132.652,47918.365,48706.486,47204.972,50551.759,51987.542,55120.22,48878.366,49914.758,51216.123,55275.943,57920.446,61489.62,58243.895,56598.195,58228.67,58232.476,49416.773,49914.054,54168.433,52754.329,49665.414,51166.42,51563.397,40129.948,45681.283,45639.52,45476.057,42905.616,43816.917,44231.702,42935.128,44503.528,47479.409,47811.54,43719.328,44972.688,45682.401,47580.702,50421.239,51922.971,53537.46,49000.971,49974.971,50865.593,49105.597,53169.338,49841.437,54020.748,51137.468,50705.457,51534.28,51907.384,56740.897,54225.427,51792.463,54324.141,54291.236,53666.543,46949.814,53926.497,49733.77,50054.13,50438.156,50203.36,50166.053,43870.13,50790.727,46726.442,43673.828,47330.429,47129.1,46265.282,39874.651,38956.528,42790.807,40714.79,39415.59,40540.662,40584.194,41202.364,45155.583,48155.057,42745.556,43178.974,44837.668,44314.64,42617.508,43984.619,46613.923,43787.113,43301.064,44405.35,44250.791,42151.209,44823.699,47791.399,45324.053,43487.454,44922.102,45022.59,42616.091,47719.449,49476.922,44149.338,45167.77,46604.154,45990.45,44846.582,47357.689,49222.844,46787.176,46102.136,47142.372,47053.573,45937.555,50444.903,50907.222,46950.536,48191.229,49096.56,48560.054,46680.76,48879.911,50507.506,47883.519,47780.336,48689.392,48487.924,50820.731,53468.351,54496.028,50927.418,52144.541,52928.37,52428.132,51599.554,54416.023,55592.236,52053.472,53007.789,53869.271,53415.321,51612.32,55326.975,54991.349,52058.304,53469.648,53976.881,53497.237,51530.555,42716.623,55908.933,58039.997,47123.589,50052.037,52049.027,57917.126,59936.264,61520.844,57907.345,58926.695,59791.411,59320.395,61994.169,59860.054,59413.415,57910.242,60927.112,60422.546,59794.47,61231.137,55686.138,53826.396,52310.225,58458.638,56914.557,55763.474,52080.342,55651.04,,,53865.691,,
336 - Fabricación de equipo de transporte,303894.801,288823.059,250646.18099999998,291280.11500000005,296358.93,281121.347,283661.039,278459.195,296366.56200000003,275454.524,297679.145,287412.879,283426.76,286989.857,259656.49200000003,203803.72199999998,226517.008,284115.37299999996,231730.107,229992.407,243523.149,298997.9369999999,318351.609,324441.758,336804.81600000005,308674.773,313930.435,319649.03,338276.9259999999,365070.03400000004,369996.264,393474.861,351673.48,357781.075,366704.521,397010.35699999996,405188.40699999995,399849.012,413619.272,401099.382,400682.592,403916.762,400238.29699999996,432678.355,458491.8819999999,457251.748,416458.326,430469.511,437165.071,507160.743,520105.2569999999,526667.9700000001,521876.561,513633,517977.99,518952.633,504073.61,509085.008,487774.708,499841.9650000001,506579.309,500311.109,500193.823,462953.91599999997,530561.3759999999,531853.0530000001,504880.79299999995,496757.646,508456.115,507562.285,462393.58799999993,492852.6180000001,476416.75499999995,478642.84199999995,477623.103,477220.987,477576.451,485389.784,509587.372,509528.66599999997,511372.24199999997,497488.578,501501.941,503969.516,466809.142,530238.077,532612.8779999999,574590.6950000001,498523.61,509886.699,526062.698,600166.544,610544.4569999999,584397.5920000001,606891.775,605355.501,598369.531,600500.092,587916.633,645582.8289999999,654664.6869999999,605034.126,616749.731,629388.05,623299.569,599963.762,641815.42,611381.5510000001,560565.083,620889.591,617720.244,603431.454,367153.536,361014.5580000001,469180.46800000005,573847.6889999999,364084.047,399116.187,442799.063,565687.906,607896.0740000001,639036.949,663735.737,586791.99,604206.976,619089.167,679692.43,682249.7960000001,710309.5540000001,716190.866,680971.113,690750.593,697110.662,775612.9990000001,786255.988,805134.2440000002,789415.122,780934.494,789001.077,789104.588,795045.785,857308.766,867795.6540000001,841480.433,826177.276,840050.068,840407.66,875948.269,942322.6039999999,935137.528,944626.0340000001,909135.437,917802.8,924508.609,957060.6880000001,1018182.599,997737.9710000001,1008355.205,987621.644,990993.753,995334.116,956275.3310000001,1012734.2329999999,1037828.6670000001,1028099.8529999999,984504.782,1002279.41,1008734.521,1076716.516,1105002.2149999999,1140493.7390000003,1121264.634,1090859.366,1107404.157,1110869.276,1112464.713,1159300.263,1219602.7469999997,1182635.2989999999,1135882.488,1163789.241,1168500.756,1177994.4910000002,1220383.34,1223241.9880000001,1084523.202,1199188.916,1207206.606,1176535.755,1110712.534,470660.88699999993,1112286.304,1123056.9910000002,790686.711,897886.575,954179.179,1078929.112,1075976.1990000003,1003377.057,1015803.637,1077452.656,1052760.789,1043521.501,1123986.228,1126777.106,1204919.963,1166907.2689999999,1125381.667,1151894.432,1155647.642,1225737.301,1286938.986,1288901.8839999998,1218457.1870000002,1256338.144,1267192.724,1255008.84,1201837.886,1297515.32,,,1249676.603,,
3361 - Fabricación de automóviles y camiones,128000.749,120085.227,100969.394,120558.894,124042.988,116351.79,117403.566,115440.327,125003.084,111055.36,120887.265,120221.706,117166.257,118096.509,111484.739,76324.38,87646.114,111202.955,93904.56,91818.411,96664.547,131659.517,136664.812,133707.455,143896.704,134162.165,134010.595,136482.122,140320.678,159603.336,163462.009,169108.785,149962.007,154462.008,158123.702,164340.147,172329.581,169819.906,182983.709,168334.864,168829.878,172368.336,169542.112,192966.069,203666.903,191276.841,181254.091,188725.028,189362.981,241621.496,242266.562,237558.945,227267.585,241944.029,240482.334,237178.647,233350.159,235779.931,223726.526,226147.868,234565.045,230952.205,229751.121,212237.003,254171.105,260834.076,239935.112,233204.054,242414.061,241794.324,215049.301,238122.615,223198.704,217586.6,226585.958,225456.873,223489.305,221361.747,236015.403,233391.92,223320.115,228688.575,230256.357,228522.296,205614.517,246512.632,246148.354,280424.384,226063.575,232758.501,244674.972,297169.155,304282.243,284841.569,309841.957,300725.699,295430.989,299033.731,273450.297,319872.75,323202.644,291557.988,296661.524,305508.564,302020.92,293130.842,327920.662,313239.592,289785.66,310525.752,311430.365,306019.189,173976.845,168471.953,236818.628,306957.907,171224.399,193089.142,221556.333,302990.99,320184.189,337431.776,352509.776,311587.59,320202.318,328279.183,370671.48,374630.554,397196.145,387194.813,372651.017,380832.726,382423.248,417173.919,421585.772,432942.736,413989.613,419379.846,423900.809,421423.01,407541.201,447383.278,451472.813,422236.312,427462.24,435465.764,432158.401,439504.629,481473.405,481126.721,485753.324,460489.017,467368.252,471964.52,488148.588,528576.077,500064.813,507779.274,508362.333,505596.493,506142.188,465050.885,509017.478,522378.191,507919.365,487034.182,498815.518,501091.48,531028.175,560970.333,593953.051,577998.346,545999.254,561983.853,565987.476,546400.073,568082.587,621240.949,591942.543,557241.33,578574.536,581916.538,585698.491,625108.309,624150.111,524914.001,605403.4,611652.304,589967.728,543989.923,185680.504,550702.052,560714.31,364835.214,426790.826,460271.697,528681.168,539162.108,471051.636,501877.507,533921.638,512964.971,510193.105,560097.575,561040.611,609824.013,592414.126,560569.093,576987.4,580844.081,624836.738,677977.895,659787.314,624088.058,651407.317,654200.649,646672.501,605670.674,678661.205,,,642165.94,,
3362 - Fabricación de carrocerías y remolques,15030.354,11361.62,7128.187,6439.466,13195.987,11173.387,9989.907,10934.024,9841.041,7879.195,6716.811,10387.533,9551.42,8842.768,5902.263,3029.761,3467.588,3811.993,4466.012,4133.204,4052.901,5484.884,5141.836,5147.902,4661.526,5313.36,5258.207,5109.037,8438.799,7952.286,7391.306,6753.289,8195.543,7927.464,7633.92,11098.742,9194.721,7372.76,6659.697,10146.732,9222.074,8581.48,10125.235,9244.422,8608.089,9727.851,9684.829,9325.915,9426.399,16314.022,13098.818,10919.611,9700.928,14706.42,13444.15,12508.345,14040.738,12327.123,10851.764,10009.222,13183.931,12406.542,11807.212,13011.897,10968.95,8344.109,8359.928,11990.424,10774.985,10171.221,12485.99,9972.372,8120.806,7711.732,11229.181,10193.056,9572.725,13131.266,11241.736,9777.713,9794.217,12186.501,11383.572,10986.233,13887.373,12945.21,11502.495,12390.322,13416.292,12778.359,12681.35,19109.016,16829.605,13397.587,12194.117,17969.311,16445.403,15382.581,17046.126,14582.632,13505.104,14139.746,15814.379,15044.621,14818.402,13169.255,13728.873,13860.96,13494.172,13449.064,13586.363,13563.315,9217.414,7442.416,8039.029,10269.662,8329.915,8232.953,8742.13,10629.393,11756.145,11950.889,14918.192,11192.769,11445.476,12313.655,10014.718,9826.705,9736.398,12258.315,9920.712,9859.274,10459.034,11322.965,11463.71,11881.853,12392.82,11393.338,11556.176,11765.337,10473.611,9957.437,10255.406,11846.29,10215.524,10228.818,10633.186,10987.066,11224.377,12003.029,13910.756,11105.722,11404.824,12031.307,12370.81,12927.105,13095.138,15555.559,12648.958,12797.684,13487.153,12817.15,13591.936,13666.964,16415.43,13204.543,13358.683,14122.87,14839.992,14880.604,18546.792,16832.984,14860.298,16089.129,16275.093,15918.284,16844.878,17571.172,17139.954,16381.581,16778.111,16868.572,15926.932,15760.166,16305.594,17344.368,15843.549,15997.564,16334.265,15899.927,8730.192,15037.211,16131.302,12315.06,13222.443,13949.658,16328.9,15692.429,15751.397,17268.586,16010.665,15924.242,16260.328,15971.662,16419.372,18019.95,18456.048,16195.517,16803.661,17216.758,19641.09,21962.936,22623.367,22155.995,20802.013,21409.131,21595.847,19924.356,20993.465,,,20458.911,,
3363 - Fabricación de partes para vehículos automotores,147503.756,143589.309,129812.851,143880.443,145546.533,140301.972,141196.59,136855.655,146343.342,143295.699,148077.205,141599.499,142164.899,143642.975,126017.349,108970.815,118908.572,147498.152,117494.082,117965.579,125348.722,143374.434,158661.209,169650.035,167807.35,151017.822,157228.559,159873.257,170669.172,182826.706,184136.087,193358.714,176747.939,179210.655,182747.67,199618.841,203945.219,205325.89,202430.995,201782.03,202963.317,202830.236,199188.457,212285.735,229337.348,230157.872,205737.096,213603.847,217742.353,230757.407,248286.286,259402.866,260764.037,239521.847,246148.853,249802.649,238738.167,243046.858,233998.178,236133.614,240892.513,238594.401,237979.204,217662.387,244571.186,241966.483,228443.996,231116.787,234733.352,233161.013,217786.485,228793.658,229435.403,232184.61,223290.072,225338.515,227050.039,238310.994,245479.27,247439.788,250536.536,241895.132,243743.351,245441.647,229886.063,249865.587,254600.666,254714.649,239875.825,244784.105,247266.741,264052.04,268575.461,263936.397,257411.986,266313.751,265521.299,263493.971,276200.107,288454.593,295617.554,272394.582,282327.35,286757.418,283166.709,271962.462,277325.884,261026.224,229399.774,274644.173,270104.857,259928.586,162659.301,165354.622,206619.091,234488.973,164006.962,178211.005,192280.497,235119.27,257089.492,269513.923,273155.387,246104.381,253907.562,258719.518,276629.363,272505.868,275661.75,284137.203,274567.616,274932.327,277233.546,318605.341,321051.888,327769.916,324825.855,319828.615,322475.715,323063.25,340605.548,359173.7,362950.267,359840.182,349889.624,354243.172,355642.424,381076.34,402241.192,394581.992,391983.248,391658.766,392633.175,392470.693,406027.912,420786.373,425620.24,424021.875,413407.143,417478.175,419114.1,419972.038,436717.252,447400.326,445861.229,428344.645,434696.539,437487.711,477251.379,476867.932,474013.865,468366.744,477059.656,476044.392,474124.98,493053.992,511664.074,515412.531,502057.451,502359.033,506710.199,505547.012,506369.545,500796.39,498974.532,463033.944,503582.968,502046.822,492293.603,484055.417,226783.196,491046.911,493738.239,355419.307,400628.508,423905.941,482791.7,470343.121,459298.793,440122.571,476567.411,470811.205,463139.046,489259.152,489073.235,515527.992,492673.202,489166.194,497953.46,496633.395,515798.103,522253.646,534148.958,501176.136,519025.875,524066.902,518344.211,509924.154,531295.6,,,520609.877,,
3364 - Fabricación de equipo aeroespacial,5375.212,5113.356,4613.723,5132.105,5244.284,5034.097,5058.599,3969.749,3716.548,4368.379,6572.44,3843.149,4018.225,4656.779,6503.325,7938.253,8245.361,8337.776,7220.789,7562.313,7756.179,6038.274,5236.703,4638.066,5091.938,5637.489,5304.348,5251.245,4429.746,4287.721,4303.96,4927.664,4358.734,4340.476,4487.273,4418.686,4301.437,4642.752,6166.917,4360.062,4454.292,4882.448,5975.483,6680.185,7199.917,8430.639,6327.834,6618.528,7071.556,7011.35,6551.279,6674.597,8329.846,6781.315,6745.742,7141.768,7143.452,7323.774,7790.924,9369.054,7233.613,7419.383,7906.801,7500.054,7232.055,7127.463,7984.608,7366.055,7286.524,7461.045,6307.969,5902.076,5851.893,6948.034,6105.023,6020.646,6252.493,6044.369,6743.241,7430.495,8182.555,6393.805,6739.368,7100.165,6944.243,7336.391,7757.61,8136.488,7140.317,7346.081,7543.683,7408.604,8207.284,8988.739,10009.765,7807.944,8201.542,8653.598,9306.937,9756.504,10085.5,10625.551,9531.721,9716.314,9943.623,10323.58,10835.442,11080.874,12030.688,10579.511,10746.632,11067.646,11547.015,10124.688,8796.492,9885.065,10835.852,10156.065,10088.315,9644.381,10246.8,10481.564,10838.319,9945.591,10124.248,10302.766,10976.072,11247.316,12789.171,14227.37,11111.694,11670.853,12309.982,14301.776,14873.978,15533.501,15491.201,14587.877,14903.085,15050.114,17166.835,17250.721,17614.408,17860.832,17208.778,17343.988,17473.199,18774.259,19363.256,19753.011,19837.53,19068.758,19296.842,19432.014,19988.707,22804.38,24459.06,26042.512,21396.544,22417.382,23323.665,27376.806,28005.323,28035.306,28223.869,27691.065,27805.812,27910.326,27468.854,26431.942,26270.789,26696.767,26950.398,26723.862,26717.088,26744.563,28848.871,30649.883,33084.499,27796.717,28747.772,29831.954,31054.842,32942.289,35004.139,33283.574,31998.566,33000.423,33071.211,32559.523,25364.583,26430.033,25366.081,28962.053,28118.046,27430.055,24754.929,25643.668,23479.277,23123.738,25199.299,24625.958,24250.403,22295.376,24664.373,24161.646,24722.542,23479.875,23707.132,23960.984,23980.874,27806.358,29676.352,29964.398,25893.616,27154.528,27856.996,28161.013,30537.304,,,29349.159,,
